date,state,fips,cases,deaths,case_daily,case_7,estimate
2020-07-29,Wyoming,56,2628,26,39,48.57142857142857,581024
2020-07-30,Alabama,01,85762,1565,1980,1650,4876250
2020-07-30,Alaska,02,3557,21,117,125,737068
2020-07-30,Arizona,04,170905,3628,2544,2553.714285714286,7050299
2020-07-30,Arkansas,05,41759,442,791,785.7142857142857,2999370
2020-07-30,California,06,494269,9009,8230,8727.714285714286,39283497
2020-07-30,Colorado,08,46338,1826,453,561.2857142857143,5610349
2020-07-30,Connecticut,09,49670,4431,130,205.42857142857142,3575074
2020-07-30,Delaware,10,14689,581,87,109.28571428571429,957248
2020-07-30,District of Columbia,11,12057,584,58,69.42857142857143,692683
2020-07-30,Florida,12,461371,6585,9956,10215.857142857143,20901636
2020-07-30,Georgia,13,167545,3596,3998,3384,10403847
2020-07-30,Guam,66,1323,6,3,3.142857142857143,NA
2020-07-30,Hawaii,15,1966,25,124,71.14285714285714,1422094
2020-07-30,Idaho,16,20378,180,568,502.2857142857143,1717750
2020-07-30,Illinois,17,178832,7677,1865,1438,12770631
2020-07-30,Indiana,18,66883,2946,965,829.1428571428571,6665703
2020-07-30,Iowa,19,44285,865,662,498.42857142857144,3139508
2020-07-30,Kansas,20,27244,357,67,389.42857142857144,2910652
2020-07-30,Kentucky,21,30132,748,653,614.8571428571429,4449052
2020-07-30,Louisiana,22,114595,3925,1708,1833.2857142857142,4664362
2020-07-30,Maine,23,3888,122,22,21.571428571428573,1335492
2020-07-30,Maryland,24,87740,3488,894,906.2857142857143,6018848
2020-07-30,Massachusetts,25,117098,8595,414,350.14285714285717,6850553
2020-07-30,Michigan,26,89926,6446,900,763,9965265
2020-07-30,Minnesota,27,53732,1634,745,710.1428571428571,5563378
2020-07-30,Mississippi,28,57579,1611,1775,1360.857142857143,2984418
2020-07-30,Missouri,29,49671,1288,1988,1392.5714285714287,6104910
2020-07-30,Montana,30,3829,55,134,129.28571428571428,1050649
2020-07-30,Nebraska,31,25766,333,318,278.2857142857143,1914571
2020-07-30,Nevada,32,47034,805,1097,992.2857142857143,2972382
2020-07-30,New Hampshire,33,6544,415,31,32.285714285714285,1348124
2020-07-30,New Jersey,34,182845,15809,204,434,8878503
2020-07-30,New Mexico,35,20388,635,252,317.85714285714283,2092454
2020-07-30,New York,36,419081,32362,779,668,19572319
2020-07-30,North Carolina,37,120391,1929,2364,1905.857142857143,10264876
2020-07-30,North Dakota,38,6305,107,74,115.42857142857143,756717
2020-07-30,Northern Mariana Islands,69,42,2,2,0.5714285714285714,NA
2020-07-30,Ohio,39,89626,3442,1733,1348.5714285714287,11655397
2020-07-30,Oklahoma,40,35710,536,1105,1105.857142857143,3932870
2020-07-30,Oregon,41,18166,318,361,343,4129803
2020-07-30,Pennsylvania,42,115853,7248,869,957.1428571428571,12791530
2020-07-30,Puerto Rico,72,16572,214,511,442.7142857142857,3318447
2020-07-30,Rhode Island,44,18950,1007,150,114.57142857142857,1057231
2020-07-30,South Carolina,45,87572,1667,1726,1566.5714285714287,5020806
2020-07-30,South Dakota,46,8685,129,44,77.42857142857143,870638
2020-07-30,Tennessee,47,100166,1022,2021,2216.285714285714,6709356
2020-07-30,Texas,48,432134,6987,10243,8004.285714285715,28260856
2020-07-30,Utah,49,39714,303,375,505.14285714285717,3096848
2020-07-30,Vermont,50,1407,57,1,4.285714285714286,624313
2020-07-30,Virgin Islands,78,385,8,0,6.142857142857143,NA
2020-07-30,Virginia,51,88904,2141,911,1095.2857142857142,8454463
2020-07-30,Washington,53,58099,1652,800,834.8571428571429,7404107
2020-07-30,West Virginia,54,6422,115,96,124.57142857142857,1817305
2020-07-30,Wisconsin,55,56111,928,992,908.5714285714286,5790716
2020-07-30,Wyoming,56,2686,26,58,48.42857142857143,581024
2020-07-31,Alabama,01,87723,1580,1961,1674,4876250
2020-07-31,Alaska,02,3675,21,118,132.71428571428572,737068
2020-07-31,Arizona,04,174108,3695,3203,2530.8571428571427,7050299
2020-07-31,Arkansas,05,42511,453,752,751.7142857142857,2999370
2020-07-31,California,06,502273,9222,8004,8453.857142857143,39283497
2020-07-31,Colorado,08,46948,1841,610,550,5610349
2020-07-31,Connecticut,09,49810,4432,140,147.71428571428572,3575074
2020-07-31,Delaware,10,14788,585,99,83.71428571428571,957248
2020-07-31,District of Columbia,11,12126,585,69,68.14285714285714,692683
2020-07-31,Florida,12,470378,6842,9007,9724.857142857143,20901636
2020-07-31,Georgia,13,171342,3674,3797,3372.8571428571427,10403847
2020-07-31,Guam,66,1325,6,2,2.7142857142857144,NA
2020-07-31,Hawaii,15,2088,25,122,80.28571428571429,1422094
2020-07-31,Idaho,16,20853,193,475,491.7142857142857,1717750
2020-07-31,Illinois,17,180701,7703,1869,1475,12770631
2020-07-31,Indiana,18,67800,2965,917,817,6665703
2020-07-31,Iowa,19,44753,872,468,474.14285714285717,3139508
2020-07-31,Kansas,20,28121,358,877,388.2857142857143,2910652
2020-07-31,Kentucky,21,30981,753,849,621.8571428571429,4449052
2020-07-31,Louisiana,22,116394,3949,1799,1792.5714285714287,4664362
2020-07-31,Maine,23,3912,123,24,22.142857142857142,1335492
2020-07-31,Maryland,24,88907,3493,1167,940.1428571428571,6018848
2020-07-31,Massachusetts,25,117612,8609,514,375.2857142857143,6850553
2020-07-31,Michigan,26,90752,6453,826,787.7142857142857,9965265
2020-07-31,Minnesota,27,54503,1640,771,710.7142857142857,5563378
2020-07-31,Mississippi,28,58747,1663,1168,1297.7142857142858,2984418
2020-07-31,Missouri,29,51074,1305,1403,1407.142857142857,6104910
2020-07-31,Montana,30,3977,60,148,123.42857142857143,1050649
2020-07-31,Nebraska,31,26211,338,445,291,1914571
2020-07-31,Nevada,32,48142,831,1108,1018.4285714285714,2972382
2020-07-31,New Hampshire,33,6583,415,39,29.714285714285715,1348124
2020-07-31,New Jersey,34,183535,15819,690,467.14285714285717,8878503
2020-07-31,New Mexico,35,20600,642,212,303.57142857142856,2092454
2020-07-31,New York,36,419723,32372,642,651.4285714285714,19572319
2020-07-31,North Carolina,37,122370,1947,1979,1880.5714285714287,10264876
2020-07-31,North Dakota,38,6473,107,168,122.14285714285714,756717
2020-07-31,Northern Mariana Islands,69,42,2,0,0.5714285714285714,NA
2020-07-31,Ohio,39,91159,3489,1533,1344.7142857142858,11655397
2020-07-31,Oklahoma,40,36456,541,746,1048.5714285714287,3932870
2020-07-31,Oregon,41,18510,325,344,334,4129803
2020-07-31,Pennsylvania,42,116787,7261,934,920.7142857142857,12791530
2020-07-31,Puerto Rico,72,16781,219,209,402,3318447
2020-07-31,Rhode Island,44,19022,1007,72,114,1057231
2020-07-31,South Carolina,45,89016,1712,1444,1487,5020806
2020-07-31,South Dakota,46,8764,130,79,80.57142857142857,870638
2020-07-31,Tennessee,47,103144,1047,2978,2353.8571428571427,6709356
2020-07-31,Texas,48,443090,7273,10956,8489.714285714286,28260856
2020-07-31,Utah,49,40258,308,544,456.42857142857144,3096848
2020-07-31,Vermont,50,1414,57,7,4.142857142857143,624313
2020-07-31,Virgin Islands,78,406,8,21,7.714285714285714,NA
2020-07-31,Virginia,51,89888,2174,984,1074.857142857143,8454463
2020-07-31,Washington,53,58725,1653,626,778.1428571428571,7404107
2020-07-31,West Virginia,54,6642,116,220,135.28571428571428,1817305
2020-07-31,Wisconsin,55,57020,943,909,875,5790716
2020-07-31,Wyoming,56,2726,26,40,45.857142857142854,581024
2020-08-01,Alabama,01,89349,1603,1626,1602.7142857142858,4876250
2020-08-01,Alaska,02,3825,22,150,137,737068
2020-08-01,Arizona,04,177019,3753,2911,2423.4285714285716,7050299
2020-08-01,Arkansas,05,43173,458,662,741.7142857142857,2999370
2020-08-01,California,06,509507,9365,7234,8025.714285714285,39283497
2020-08-01,Colorado,08,47357,1846,409,501.42857142857144,5610349
2020-08-01,Connecticut,09,49810,4432,0,147.71428571428572,3575074
2020-08-01,Delaware,10,14877,585,89,100.28571428571429,957248
2020-08-01,District of Columbia,11,12205,585,79,69.71428571428571,692683
2020-08-01,Florida,12,480020,7021,9642,9359.57142857143,20901636
2020-08-01,Georgia,13,174834,3744,3492,3367.4285714285716,10403847
2020-08-01,Guam,66,1328,6,3,3.142857142857143,NA
2020-08-01,Hawaii,15,2174,25,86,82.42857142857143,1422094
2020-08-01,Idaho,16,21231,197,378,473,1717750
2020-08-01,Illinois,17,182232,7707,1531,1509,12770631
2020-08-01,Indiana,18,68773,2971,973,820.4285714285714,6665703
2020-08-01,Iowa,19,45293,874,540,486.7142857142857,3139508
2020-08-01,Kansas,20,28147,358,26,383.2857142857143,2910652
2020-08-01,Kentucky,21,31612,758,631,602.4285714285714,4449052
2020-08-01,Louisiana,22,116394,3949,0,1792.5714285714287,4664362
2020-08-01,Maine,23,3937,123,25,21,1335492
2020-08-01,Maryland,24,89925,3506,1018,901.1428571428571,6018848
2020-08-01,Massachusetts,25,118040,8626,428,396,6850553
2020-08-01,Michigan,26,91450,6460,698,826.4285714285714,9965265
2020-08-01,Minnesota,27,55228,1646,725,699.5714285714286,5563378
2020-08-01,Mississippi,28,59881,1693,1134,1254.857142857143,2984418
2020-08-01,Missouri,29,52012,1311,938,1386,6104910
2020-08-01,Montana,30,4081,61,104,117.28571428571429,1050649
2020-08-01,Nebraska,31,26391,338,180,282.7142857142857,1914571
2020-08-01,Nevada,32,49207,832,1065,1030.5714285714287,2972382
2020-08-01,New Hampshire,33,6613,416,30,28.285714285714285,1348124
2020-08-01,New Jersey,34,183904,15830,369,446.57142857142856,8878503
2020-08-01,New Mexico,35,20796,651,196,286.85714285714283,2092454
2020-08-01,New York,36,420477,32390,754,652.2857142857143,19572319
2020-08-01,North Carolina,37,124015,1989,1645,1819,10264876
2020-08-01,North Dakota,38,6606,107,133,123.71428571428571,756717
2020-08-01,Northern Mariana Islands,69,44,2,2,0.5714285714285714,NA
2020-08-01,Ohio,39,92087,3515,928,1271.857142857143,11655397
2020-08-01,Oklahoma,40,37706,549,1250,1089.2857142857142,3932870
2020-08-01,Oregon,41,18817,329,307,332.14285714285717,4129803
2020-08-01,Pennsylvania,42,117468,7270,681,906.7142857142857,12791530
2020-08-01,Puerto Rico,72,17872,225,1091,476,3318447
2020-08-01,Rhode Island,44,19022,1007,0,114,1057231
2020-08-01,South Carolina,45,90599,1751,1583,1513,5020806
2020-08-01,South Dakota,46,8867,134,103,80.28571428571429,870638
2020-08-01,Tennessee,47,105455,1056,2311,2428,6709356
2020-08-01,Texas,48,448224,7477,5134,8087.857142857143,28260856
2020-08-01,Utah,49,40754,312,496,447.2857142857143,3096848
2020-08-01,Vermont,50,1421,57,7,3.5714285714285716,624313
2020-08-01,Virgin Islands,78,421,8,15,9.857142857142858,NA
2020-08-01,Virginia,51,90801,2215,913,1027.4285714285713,8454463
2020-08-01,Washington,53,59648,1675,923,823.5714285714286,7404107
2020-08-01,West Virginia,54,6735,116,93,130.57142857142858,1817305
2020-08-01,Wisconsin,55,58064,955,1044,904.1428571428571,5790716
2020-08-01,Wyoming,56,2769,26,43,46.142857142857146,581024
2020-08-02,Alabama,01,91444,1627,2095,1735.7142857142858,4876250
2020-08-02,Alaska,02,3982,22,157,126,737068
2020-08-02,Arizona,04,178473,3769,1454,2347.4285714285716,7050299
2020-08-02,Arkansas,05,43810,464,637,741,2999370
2020-08-02,California,06,515937,9399,6430,8085.571428571428,39283497
2020-08-02,Colorado,08,47799,1846,442,490.7142857142857,5610349
2020-08-02,Connecticut,09,49810,4432,0,147.71428571428572,3575074
2020-08-02,Delaware,10,14949,585,72,94.14285714285714,957248
2020-08-02,District of Columbia,11,12274,586,69,70.57142857142857,692683
2020-08-02,Florida,12,487124,7083,7104,9039.57142857143,20901636
2020-08-02,Georgia,13,177556,3758,2722,3440,10403847
2020-08-02,Guam,66,1328,6,0,3.142857142857143,NA
2020-08-02,Hawaii,15,2219,25,45,79.85714285714286,1422094
2020-08-02,Idaho,16,21465,197,234,457.57142857142856,1717750
2020-08-02,Illinois,17,183714,7718,1482,1519.2857142857142,12770631
2020-08-02,Indiana,18,69531,2975,758,807.1428571428571,6665703
2020-08-02,Iowa,19,45723,878,430,480.85714285714283,3139508
2020-08-02,Kansas,20,28341,361,194,384.57142857142856,2910652
2020-08-02,Kentucky,21,31966,759,354,612,4449052
2020-08-02,Louisiana,22,119861,4007,3467,1739.2857142857142,4664362
2020-08-02,Maine,23,3958,123,21,20.571428571428573,1335492
2020-08-02,Maryland,24,90835,3515,910,932.7142857142857,6018848
2020-08-02,Massachusetts,25,118458,8638,418,403,6850553
2020-08-02,Michigan,26,91857,6460,407,729.5714285714286,9965265
2020-08-02,Minnesota,27,55987,1654,759,684.8571428571429,5563378
2020-08-02,Mississippi,28,60553,1703,672,1178.4285714285713,2984418
2020-08-02,Missouri,29,52577,1311,565,1300,6104910
2020-08-02,Montana,30,4193,61,112,121.57142857142857,1050649
2020-08-02,Nebraska,31,26702,338,311,297.7142857142857,1914571
2020-08-02,Nevada,32,50270,833,1063,1050.142857142857,2972382
2020-08-02,New Hampshire,33,6634,417,21,28.285714285714285,1348124
2020-08-02,New Jersey,34,184225,15836,321,420.2857142857143,8878503
2020-08-02,New Mexico,35,21016,654,220,280.42857142857144,2092454
2020-08-02,New York,36,421008,32401,531,652.1428571428571,19572319
2020-08-02,North Carolina,37,125281,1996,1266,1782.7142857142858,10264876
2020-08-02,North Dakota,38,6664,109,58,112,756717
2020-08-02,Northern Mariana Islands,69,45,2,1,0.7142857142857143,NA
2020-08-02,Ohio,39,93031,3529,944,1279.7142857142858,11655397
2020-08-02,Oklahoma,40,38201,550,495,988,3932870
2020-08-02,Oregon,41,19097,331,280,333.2857142857143,4129803
2020-08-02,Pennsylvania,42,118038,7274,570,895,12791530
2020-08-02,Puerto Rico,72,18411,230,539,466.85714285714283,3318447
2020-08-02,Rhode Island,44,19022,1007,0,114,1057231
2020-08-02,South Carolina,45,91788,1777,1189,1512.7142857142858,5020806
2020-08-02,South Dakota,46,8955,135,88,80,870638
2020-08-02,Tennessee,47,106804,1062,1349,2210.5714285714284,6709356
2020-08-02,Texas,48,454759,7520,6535,8431.57142857143,28260856
2020-08-02,Utah,49,41175,313,421,457.42857142857144,3096848
2020-08-02,Vermont,50,1426,57,5,3.7142857142857144,624313
2020-08-02,Virgin Islands,78,421,8,0,8.571428571428571,NA
2020-08-02,Virginia,51,91782,2218,981,1030.7142857142858,8454463
2020-08-02,Washington,53,60160,1679,512,819.8571428571429,7404107
2020-08-02,West Virginia,54,6854,117,119,127.71428571428571,1817305
2020-08-02,Wisconsin,55,58990,956,926,900.7142857142857,5790716
2020-08-02,Wyoming,56,2808,26,39,47.57142857142857,581024
2020-08-03,Alabama,01,92661,1633,1217,1649.4285714285713,4876250
2020-08-03,Alaska,02,4062,23,80,122.57142857142857,737068
2020-08-03,Arizona,04,179506,3785,1033,2226.8571428571427,7050299
2020-08-03,Arkansas,05,44597,475,787,735.7142857142857,2999370
2020-08-03,California,06,522235,9500,6298,7876,39283497
2020-08-03,Colorado,08,48119,1849,320,485.14285714285717,5610349
2020-08-03,Connecticut,09,50062,4437,252,154.14285714285714,3575074
2020-08-03,Delaware,10,15055,585,106,92.71428571428571,957248
2020-08-03,District of Columbia,11,12313,586,39,65,692683
2020-08-03,Florida,12,491876,7156,4752,8448.142857142857,20901636
2020-08-03,Georgia,13,179510,3760,1954,3371.8571428571427,10403847
2020-08-03,Guam,66,1337,6,9,3.142857142857143,NA
2020-08-03,Hawaii,15,2425,25,206,105.28571428571429,1422094
2020-08-03,Idaho,16,21838,202,373,428.85714285714283,1717750
2020-08-03,Illinois,17,185238,7728,1524,1542.2857142857142,12770631
2020-08-03,Indiana,18,70111,2980,580,813.4285714285714,6665703
2020-08-03,Iowa,19,45905,884,182,458.42857142857144,3139508
2020-08-03,Kansas,20,29200,366,859,394.42857142857144,2910652
2020-08-03,Kentucky,21,32500,762,534,607.1428571428571,4449052
2020-08-03,Louisiana,22,120960,4024,1099,1561.5714285714287,4664362
2020-08-03,Maine,23,3970,124,12,19.714285714285715,1335492
2020-08-03,Maryland,24,91705,3523,870,895.5714285714286,6018848
2020-08-03,Massachusetts,25,118657,8648,199,390.14285714285717,6850553
2020-08-03,Michigan,26,92503,6470,646,739.1428571428571,9965265
2020-08-03,Minnesota,27,56600,1656,613,679.5714285714286,5563378
2020-08-03,Mississippi,28,61125,1711,572,1166.857142857143,2984418
2020-08-03,Missouri,29,53676,1316,1099,1266.142857142857,6104910
2020-08-03,Montana,30,4249,64,56,120.42857142857143,1050649
2020-08-03,Nebraska,31,26956,334,254,293.85714285714283,1914571
2020-08-03,Nevada,32,51236,847,966,1050.857142857143,2972382
2020-08-03,New Hampshire,33,6660,417,26,31.285714285714285,1348124
2020-08-03,New Jersey,34,184489,15846,264,393.85714285714283,8878503
2020-08-03,New Mexico,35,21130,655,114,232.57142857142858,2092454
2020-08-03,New York,36,421550,32413,542,642,19572319
2020-08-03,North Carolina,37,126748,2013,1467,1733.7142857142858,10264876
2020-08-03,North Dakota,38,6789,109,125,114.14285714285714,756717
2020-08-03,Northern Mariana Islands,69,46,2,1,0.8571428571428571,NA
2020-08-03,Ohio,39,93963,3539,932,1255.142857142857,11655397
2020-08-03,Oklahoma,40,38586,551,385,865.2857142857143,3932870
2020-08-03,Oregon,41,19395,334,298,324.7142857142857,4129803
2020-08-03,Pennsylvania,42,118937,7276,899,848.8571428571429,12791530
2020-08-03,Puerto Rico,72,18791,230,380,480,3318447
2020-08-03,Rhode Island,44,19246,1010,224,104.42857142857143,1057231
2020-08-03,South Carolina,45,92951,1793,1163,1504.857142857143,5020806
2020-08-03,South Dakota,46,9020,135,65,82.28571428571429,870638
2020-08-03,Tennessee,47,107900,1078,1096,2004.4285714285713,6709356
2020-08-03,Texas,48,463541,7697,8782,8749.42857142857,28260856
2020-08-03,Utah,49,41571,317,396,447.42857142857144,3096848
2020-08-03,Vermont,50,1427,57,1,3.5714285714285716,624313
2020-08-03,Virgin Islands,78,439,8,18,9.142857142857142,NA
2020-08-03,Virginia,51,93106,2218,1324,1004.8571428571429,8454463
2020-08-03,Washington,53,61011,1684,851,780.5714285714286,7404107
2020-08-03,West Virginia,54,6973,117,119,131.28571428571428,1817305
2020-08-03,Wisconsin,55,59471,960,481,878.2857142857143,5790716
2020-08-03,Wyoming,56,2848,27,40,46.857142857142854,581024
2020-08-04,Alabama,01,93702,1666,1041,1619.4285714285713,4876250
2020-08-04,Alaska,02,4123,23,61,110.71428571428571,737068
2020-08-04,Arizona,04,180537,3850,1031,2077.5714285714284,7050299
2020-08-04,Arkansas,05,45381,490,784,742.8571428571429,2999370
2020-08-04,California,06,527258,9696,5023,7472.428571428572,39283497
2020-08-04,Colorado,08,48492,1855,373,438.85714285714283,5610349
2020-08-04,Connecticut,09,50110,4437,48,147.57142857142858,3575074
2020-08-04,Delaware,10,15137,587,82,94.42857142857143,957248
2020-08-04,District of Columbia,11,12398,587,85,64.71428571428571,692683
2020-08-04,Florida,12,497322,7401,5446,7907.571428571428,20901636
2020-08-04,Georgia,13,182462,3835,2952,3203.4285714285716,10403847
2020-08-04,Guam,66,1344,6,7,3.7142857142857144,NA
2020-08-04,Hawaii,15,2568,26,143,119.14285714285714,1422094
2020-08-04,Idaho,16,22357,214,519,434.14285714285717,1717750
2020-08-04,Illinois,17,186598,7747,1360,1572.857142857143,12770631
2020-08-04,Indiana,18,70944,2996,833,812.2857142857143,6665703
2020-08-04,Iowa,19,46231,888,326,471.85714285714283,3139508
2020-08-04,Kansas,20,29259,367,59,395,2910652
2020-08-04,Kentucky,21,33209,769,709,619,4449052
2020-08-04,Louisiana,22,124575,4051,3615,1917.857142857143,4664362
2020-08-04,Maine,23,3975,123,5,19.571428571428573,1335492
2020-08-04,Maryland,24,92416,3530,711,903.5714285714286,6018848
2020-08-04,Massachusetts,25,119203,8657,546,431.57142857142856,6850553
2020-08-04,Michigan,26,93293,6474,790,752.5714285714286,9965265
2020-08-04,Minnesota,27,57202,1660,602,697.2857142857143,5563378
2020-08-04,Mississippi,28,62199,1753,1074,1128.5714285714287,2984418
2020-08-04,Missouri,29,54890,1330,1214,1237.857142857143,6104910
2020-08-04,Montana,30,4360,64,111,124.14285714285714,1050649
2020-08-04,Nebraska,31,27178,339,222,291.14285714285717,1914571
2020-08-04,Nevada,32,52256,862,1020,1037.857142857143,2972382
2020-08-04,New Hampshire,33,6693,418,33,27.571428571428573,1348124
2020-08-04,New Jersey,34,184845,15857,356,375.7142857142857,8878503
2020-08-04,New Mexico,35,21340,658,210,221.28571428571428,2092454
2020-08-04,New York,36,422296,32422,746,672.1428571428571,19572319
2020-08-04,North Carolina,37,128236,2038,1488,1705.142857142857,10264876
2020-08-04,North Dakota,38,6937,111,148,113.14285714285714,756717
2020-08-04,Northern Mariana Islands,69,46,2,0,0.8571428571428571,NA
2020-08-04,Ohio,39,95106,3570,1143,1229.857142857143,11655397
2020-08-04,Oklahoma,40,39452,566,866,813.5714285714286,3932870
2020-08-04,Oregon,41,19700,336,305,325.85714285714283,4129803
2020-08-04,Pennsylvania,42,119765,7296,828,805.1428571428571,12791530
2020-08-04,Puerto Rico,72,19324,237,533,497.7142857142857,3318447
2020-08-04,Rhode Island,44,19390,1011,144,95,1057231
2020-08-04,South Carolina,45,94190,1847,1239,1440.142857142857,5020806
2020-08-04,South Dakota,46,9079,136,59,83.85714285714286,870638
2020-08-04,Tennessee,47,109652,1103,1752,1904.857142857143,6709356
2020-08-04,Texas,48,473105,7951,9564,8608,28260856
2020-08-04,Utah,49,42018,324,447,448.7142857142857,3096848
2020-08-04,Vermont,50,1431,57,4,3.7142857142857144,624313
2020-08-04,Virgin Islands,78,463,8,24,12.571428571428571,NA
2020-08-04,Virginia,51,94251,2244,1145,1036.7142857142858,8454463
2020-08-04,Washington,53,61828,1705,817,750.4285714285714,7404107
2020-08-04,West Virginia,54,7051,124,78,125.42857142857143,1817305
2020-08-04,Wisconsin,55,60263,970,792,878.4285714285714,5790716
2020-08-04,Wyoming,56,2884,27,36,42.142857142857146,581024
2020-08-05,Alabama,01,94654,1695,952,1553.142857142857,4876250
2020-08-05,Alaska,02,4181,23,58,105.85714285714286,737068
2020-08-05,Arizona,04,182230,3933,1693,1981.2857142857142,7050299
2020-08-05,Arkansas,05,46293,508,912,760.7142857142857,2999370
2020-08-05,California,06,532776,9866,5518,6676.714285714285,39283497
2020-08-05,Colorado,08,49143,1857,651,465.42857142857144,5610349
2020-08-05,Connecticut,09,50225,4437,115,97.85714285714286,3575074
2020-08-05,Delaware,10,15296,587,159,99.14285714285714,957248
2020-08-05,District of Columbia,11,12443,587,45,63.42857142857143,692683
2020-08-05,Florida,12,502731,7626,5409,7330.857142857143,20901636
2020-08-05,Georgia,13,186395,3899,3933,3264,10403847
2020-08-05,Guam,66,1358,6,14,5.428571428571429,NA
2020-08-05,Hawaii,15,2740,26,172,128.28571428571428,1422094
2020-08-05,Idaho,16,22854,218,497,434.85714285714283,1717750
2020-08-05,Illinois,17,188474,7776,1876,1643.857142857143,12770631
2020-08-05,Indiana,18,71685,3007,741,823.8571428571429,6665703
2020-08-05,Iowa,19,46836,900,605,459,3139508
2020-08-05,Kansas,20,30047,371,788,410,2910652
2020-08-05,Kentucky,21,33823,771,614,620.5714285714286,4449052
2020-08-05,Louisiana,22,126061,4096,1486,1882,4664362
2020-08-05,Maine,23,3992,124,17,18,1335492
2020-08-05,Maryland,24,93000,3536,584,879.1428571428571,6018848
2020-08-05,Massachusetts,25,119643,8659,440,422.7142857142857,6850553
2020-08-05,Michigan,26,94045,6480,752,717,9965265
2020-08-05,Minnesota,27,57820,1670,618,690.4285714285714,5563378
2020-08-05,Mississippi,28,63444,1804,1245,1091.4285714285713,2984418
2020-08-05,Missouri,29,55951,1337,1061,1181.142857142857,6104910
2020-08-05,Montana,30,4481,65,121,112.28571428571429,1050649
2020-08-05,Nebraska,31,27489,342,311,291.57142857142856,1914571
2020-08-05,Nevada,32,52919,891,663,997.4285714285714,2972382
2020-08-05,New Hampshire,33,6719,418,26,29.428571428571427,1348124
2020-08-05,New Jersey,34,185180,15842,335,362.7142857142857,8878503
2020-08-05,New Mexico,35,21566,667,226,204.28571428571428,2092454
2020-08-05,New York,36,422935,32431,639,661.8571428571429,19572319
2020-08-05,North Carolina,37,129454,2079,1218,1632.4285714285713,10264876
2020-08-05,North Dakota,38,7061,112,124,118.57142857142857,756717
2020-08-05,Northern Mariana Islands,69,46,2,0,0.8571428571428571,NA
2020-08-05,Ohio,39,96305,3596,1199,1201.7142857142858,11655397
2020-08-05,Oklahoma,40,40555,583,1103,850,3932870
2020-08-05,Oregon,41,19979,342,279,310.57142857142856,4129803
2020-08-05,Pennsylvania,42,120492,7310,727,786.8571428571429,12791530
2020-08-05,Puerto Rico,72,19651,246,327,512.8571428571429,3318447
2020-08-05,Rhode Island,44,19481,1012,91,97.28571428571429,1057231
2020-08-05,South Carolina,45,95472,1894,1282,1375.142857142857,5020806
2020-08-05,South Dakota,46,9168,137,89,75.28571428571429,870638
2020-08-05,Tennessee,47,111305,1130,1653,1880,6709356
2020-08-05,Texas,48,482467,8152,9362,8653.714285714286,28260856
2020-08-05,Utah,49,42478,330,460,448.42857142857144,3096848
2020-08-05,Vermont,50,1436,57,5,4.285714285714286,624313
2020-08-05,Virgin Islands,78,501,9,38,16.571428571428573,NA
2020-08-05,Virginia,51,95049,2274,798,1008,8454463
2020-08-05,Washington,53,62389,1704,561,727.1428571428571,7404107
2020-08-05,West Virginia,54,7159,124,108,119,1817305
2020-08-05,Wisconsin,55,61247,979,984,875.4285714285714,5790716
2020-08-05,Wyoming,56,2923,27,39,42.142857142857146,581024
2020-08-06,Alabama,01,96592,1714,1938,1547.142857142857,4876250
2020-08-06,Alaska,02,4221,23,40,94.85714285714286,737068
2020-08-06,Arizona,04,183744,4005,1514,1834.142857142857,7050299
2020-08-06,Arkansas,05,47028,515,735,752.7142857142857,2999370
2020-08-06,California,06,541013,10014,8237,6677.714285714285,39283497
2020-08-06,Colorado,08,49633,1857,490,470.7142857142857,5610349
2020-08-06,Connecticut,09,50245,4437,20,82.14285714285714,3575074
2020-08-06,Delaware,10,15365,587,69,96.57142857142857,957248
2020-08-06,District of Columbia,11,12518,587,75,65.85714285714286,692683
2020-08-06,Florida,12,510381,7746,7650,7001.428571428572,20901636
2020-08-06,Georgia,13,189300,3942,2905,3107.8571428571427,10403847
2020-08-06,Guam,66,1366,6,8,6.142857142857143,NA
2020-08-06,Hawaii,15,2891,28,151,132.14285714285714,1422094
2020-08-06,Idaho,16,23510,227,656,447.42857142857144,1717750
2020-08-06,Illinois,17,190465,7796,1991,1661.857142857143,12770631
2020-08-06,Indiana,18,72741,3013,1056,836.8571428571429,6665703
2020-08-06,Iowa,19,47559,912,723,467.7142857142857,3139508
2020-08-06,Kansas,20,30153,376,106,415.57142857142856,2910652
2020-08-06,Kentucky,21,34435,780,612,614.7142857142857,4449052
2020-08-06,Louisiana,22,127364,4146,1303,1824.142857142857,4664362
2020-08-06,Maine,23,3997,124,5,15.571428571428571,1335492
2020-08-06,Maryland,24,93598,3551,598,836.8571428571429,6018848
2020-08-06,Massachusetts,25,119874,8691,231,396.57142857142856,6850553
2020-08-06,Michigan,26,94819,6508,774,699,9965265
2020-08-06,Minnesota,27,58681,1677,861,707,5563378
2020-08-06,Mississippi,28,64400,1825,956,974.4285714285714,2984418
2020-08-06,Missouri,29,57175,1349,1224,1072,6104910
2020-08-06,Montana,30,4621,66,140,113.14285714285714,1050649
2020-08-06,Nebraska,31,27821,347,332,293.57142857142856,1914571
2020-08-06,Nevada,32,53705,901,786,953,2972382
2020-08-06,New Hampshire,33,6742,419,23,28.285714285714285,1348124
2020-08-06,New Jersey,34,185554,15849,374,387,8878503
